city_area,state,ufo_shape,encounter_length,date_documented,latitude,longitude,year
pacifica,ca,fireball,60.0,2/18/2013,37.6138889,-122.4858333,2013
seattle,wa,fireball,300.0,2/18/2013,47.6063889,-122.3308333,2013
bethel,ny,diamond,300.0,2/14/2014,41.6833333,-74.8716667,2014
jacksonville,fl,fireball,300.0,2/14/2014,30.3319444,-81.6558333,2014
vineland,nj,light,900.0,2/14/2014,39.4861111,-75.0261111,2014
rockville,md,fireball,30.0,2/14/2014,39.0838889,-77.1530556,2014
clinton,ia,circle,7.0,2/14/2014,41.8444444,-90.1886111,2014
newnan,ga,circle,120.0,2/14/2014,33.3805556,-84.7997222,2014
st. anthony,mn,circle,7.0,2/14/2014,45.0205556,-93.2177778,2014
mandeville,la,light,120.0,2/14/2014,30.3580556,-90.0655556,2014
maricopa,az,oval,120.0,2/14/2014,33.0580556,-112.0469444,2014
lahaina,hi,light,240.0,2/14/2014,20.8783333,-156.6825,2014
st. petersburg,fl,disk,3600.0,2/14/2008,27.7705556,-82.6794444,1970
bellevue,wa,disk,1800.0,8/5/2001,47.6105556,-122.1994444,1978
buies creek,nc,disk,10800.0,11/23/1999,35.4130556,-78.7358333,1979
california hot springs,ca,disk,600.0,3/2/2004,35.8802778,-118.6727778,1979
phoenixville,pa,sphere,900.0,6/12/2007,40.1302778,-75.5152778,1983
medford,ny,formation,300.0,10/30/2006,40.8175,-73.0005556,1987
boise,id,disk,600.0,5/29/2012,43.6136111,-116.2025,1991
whittier,ca,circle,300.0,7/11/2000,33.9791667,-118.0319444,1994
wyoming,mi,disk,60.0,5/15/2006,42.9133333,-85.7052778,1994
olympia,wa,oval,10.0,1/17/2004,47.0380556,-122.8994444,1994
mesa (north of),az,triangle,90.0,4/2/1999,33.4222222,-111.8219444,1994
alpharetta,ga,triangle,900.0,4/28/2001,34.0752778,-84.2941667,1997
virginia beach,va,sphere,10.0,1/28/1999,36.8527778,-75.9783333,1997
new york city,ny,light,900.0,1/28/1999,40.7141667,-74.0063889,1997
las vegas (north of),nv,light,600.0,5/15/2006,36.175,-115.1363889,1997
santa monica,ca,sphere,90.0,2/14/2006,34.0194444,-118.4902778,1998
savannah (wilmington isl),ga,cone,120.0,1/28/1999,32.0833333,-81.1,1998
columbia,sc,diamond,300.0,3/19/2002,34.0005556,-81.035,1998
windber,pa,formation,300.0,1/28/1999,40.2397222,-78.8352778,1998
alexandria,va,chevron,4.0,4/9/2004,38.8047222,-77.0472222,1998
johnstown,pa,cigar,3600.0,1/12/2012,40.3266667,-78.9222222,1999
ephrata,wa,other,300.0,5/15/2006,47.3177778,-119.5525,2000
price,ut,light,600.0,4/15/2000,39.5994444,-110.81,2000
freedom,me,light,5.0,3/16/2000,44.5302778,-69.2983333,2000
rockford,il,diamond,1800.0,3/16/2000,42.2711111,-89.0938889,2000
rockford,il,light,1200.0,4/1/2000,42.2711111,-89.0938889,2000
duncansville,pa,triangle,240.0,3/16/2000,40.4233333,-78.4341667,2000
seattle,wa,circle,600.0,3/16/2001,47.6063889,-122.3308333,2001
venice,ca,cylinder,10.0,8/12/2001,33.9908333,-118.4591667,2001
west middlesex,pa,sphere,15.0,11/21/2010,40.2344444,-77.1363889,2001
beaverton,or,light,300.0,3/16/2001,45.4872222,-122.8025,2001
las vegas,nv,circle,3600.0,3/19/2002,36.175,-115.1363889,2002
lawton,ok,formation,180.0,3/19/2002,34.6086111,-98.39,2002
chesapeake,va,other,600.0,2/14/2006,36.8188889,-76.2752778,2002
aberdeen,md,triangle,1200.0,5/12/2009,39.5094444,-76.1644444,2002
michigan city,in,fireball,2.0,3/19/2002,41.7075,-86.895,2002
los altos,ca,disk,5.0,3/11/2003,37.3852778,-122.1130556,2003
st. george,ut,cone,300.0,3/21/2003,37.1041667,-113.5833333,2003
cedarville,oh,triangle,15.0,12/16/2005,39.7441667,-83.8086111,2003
san diego,ca,light,420.0,3/11/2003,32.7152778,-117.1563889,2003
zaleski,oh,sphere,3.0,3/11/2003,39.2822222,-82.395,2003
warner springs,ca,light,600.0,3/21/2003,33.2822222,-116.6327778,2003
great bend,ks,light,1500.0,3/21/2003,38.3644444,-98.7644444,2003
milton,fl,triangle,20.0,3/11/2003,30.6322222,-87.0397222,2003
doddridge,ar,other,7200.0,7/16/2003,33.0916667,-93.9080556,2003
plano,tx,light,900.0,3/11/2003,33.0197222,-96.6986111,2003
broken arrow,ok,sphere,180.0,6/18/2004,36.0525,-95.7905556,2004
rochester,mn,chevron,45.0,7/5/2008,44.0216667,-92.4697222,2004
marietta,ga,cigar,180.0,3/17/2004,33.9525,-84.55,2004
los banos,ca,disk,2700.0,3/23/2004,37.0583333,-120.8488889,2004
neah bay (50 miles off the coast of),wa,disk,2700.0,3/17/2004,48.3683333,-124.6236111,2004
new bern,nc,light,180.0,3/17/2004,35.1083333,-77.0444444,2004
spring lake,nc,light,120.0,3/17/2004,35.1677778,-78.9730556,2004
muskegon,mi,teardrop,60.0,3/17/2004,43.2341667,-86.2483333,2004
gallup,nm,light,1800.0,7/25/2004,35.5280556,-108.7419444,2004
lancaster,ca,fireball,180.0,5/11/2005,34.6980556,-118.1358333,2005
worley,id,triangle,360.0,5/11/2005,47.4008333,-116.9161111,2005
palm coast,fl,circle,180.0,5/11/2005,29.5847222,-81.2080556,2005
delray beach,fl,light,60.0,3/10/2011,26.4611111,-80.0730556,2005
bellingham,wa,sphere,900.0,5/11/2005,48.7597222,-122.4869444,2005
portland,or,light,180.0,5/11/2005,45.5236111,-122.675,2005
parlin,nj,oval,4.0,5/11/2005,40.4619444,-74.3386111,2005
emmett,id,light,180.0,5/11/2005,43.8736111,-116.4983333,2005
latham,ny,diamond,60.0,5/11/2005,42.7469444,-73.7594444,2005
superior,wi,disk,300.0,5/11/2005,46.7208333,-92.1038889,2005
tulsa,ok,oval,60.0,3/11/2006,36.1538889,-95.9925,2006
san antonio,tx,triangle,4200.0,3/11/2006,29.4238889,-98.4933333,2006
lake worth,fl,triangle,120.0,1/10/2009,26.6155556,-80.0572222,2006
cridersville,oh,fireball,600.0,2/14/2010,40.6541667,-84.1508333,2006
norwalk,ca,light,1200.0,5/15/2006,33.9022222,-118.0808333,2006
whittier,ca,circle,600.0,3/11/2006,33.9791667,-118.0319444,2006
pacheco,ca,light,120.0,5/15/2006,37.9836111,-122.0741667,2006
joplin,mo,circle,5.0,5/15/2006,37.0841667,-94.5130556,2006
rock hill,sc,flash,10.0,5/15/2006,34.9247222,-81.0252778,2006
whittier,ca,circle,1200.0,3/11/2006,33.9791667,-118.0319444,2006
whittier,ca,oval,2100.0,5/15/2006,33.9791667,-118.0319444,2006
tulsa,ok,changing,2400.0,5/15/2006,36.1538889,-95.9925,2006
alliance,oh,circle,20.0,4/27/2007,40.9152778,-81.1061111,2007
jacksonville,fl,triangle,2700.0,4/27/2007,30.3319444,-81.6558333,2007
isanti,mn,changing,6.0,4/27/2007,45.4902778,-93.2475,2007
canyon lake,ca,light,3.0,4/27/2007,33.685,-117.2722222,2007
st. charles,il,triangle,4.0,4/27/2007,41.9141667,-88.3086111,2007
new york city (staten island),ny,light,180.0,4/27/2007,40.7141667,-74.0063889,2007
franklin,va,light,7200.0,4/27/2007,36.6775,-76.9227778,2007
naples,fl,light,3.0,3/31/2008,26.1416667,-81.795,2008
orlando,fl,egg,3.0,3/31/2008,28.5380556,-81.3794444,2008
big rapids,mi,fireball,300.0,3/31/2008,43.6980556,-85.4836111,2008
fort collins (near),co,oval,4.0,3/31/2008,40.5852778,-105.0838889,2008
nashville,tn,light,45.0,3/31/2008,36.1658333,-86.7844444,2008
dublin,ga,other,1.0,3/31/2008,32.5402778,-82.9038889,2008
las vegas,nv,light,600.0,3/31/2008,36.175,-115.1363889,2008
pueblo,co,oval,45.0,6/12/2008,38.2544444,-104.6086111,2008
hampton,va,sphere,120.0,3/31/2008,37.0297222,-76.3455556,2008
bergen,ny,chevron,20.0,3/31/2008,43.0852778,-77.9425,2008
tucson,az,cylinder,20.0,3/19/2009,32.2216667,-110.9258333,2009
claremont,ca,light,300.0,3/19/2009,34.0966667,-117.7188889,2009
falmouth,ma,other,5.0,3/19/2009,41.5513889,-70.6152778,2009
falmouth,ma,triangle,120.0,3/19/2009,41.5513889,-70.6152778,2009
montgomery,ny,triangle,60.0,3/19/2009,41.5275,-74.2372222,2009
pensacola,fl,fireball,60.0,3/19/2009,30.4211111,-87.2169444,2009
newport beach,ca,circle,300.0,3/19/2009,33.6188889,-117.9280556,2009
pensacola,fl,light,180.0,3/19/2009,30.4211111,-87.2169444,2009
huson,mt,circle,120.0,4/13/2010,47.0313889,-114.3263889,2010
anaheim,ca,disk,5.0,4/13/2010,33.8352778,-117.9136111,2010
moravian falls,nc,light,5.0,4/13/2010,36.0966667,-81.1825,2010
west liberty,il,triangle,2700.0,4/13/2010,39.8794444,-91.1077778,2010
livermore,ca,flash,900.0,4/13/2010,37.6819444,-121.7669444,2010
wentzville,mo,light,300.0,5/13/2012,38.8113889,-90.8527778,2010
san diego,ca,light,5.0,3/23/2011,32.7152778,-117.1563889,2011
lake havasu city,az,disk,180.0,3/23/2011,34.4838889,-114.3216667,2011
oak lawn,il,cigar,4.0,3/23/2011,41.7108333,-87.7580556,2011
running springs,ca,changing,30.0,3/23/2011,34.2077778,-117.1083333,2011
avalon,ca,light,60.0,3/23/2011,33.3427778,-118.3269444,2011
winters,tx,oval,12.0,3/23/2011,31.9563889,-99.9619444,2011
everett,wa,light,5.0,3/23/2011,47.9791667,-122.2008333,2011
kermit,tx,triangle,300.0,5/2/2011,31.8575,-103.0922222,2011
gilroy,ca,diamond,120.0,3/23/2011,37.0058333,-121.5672222,2011
yuma,az,disk,600.0,7/22/2013,32.7252778,-114.6236111,2012
lawrence,ks,diamond,180.0,3/16/2012,38.9716667,-95.235,2012
plantsville,ct,other,120.0,3/13/2012,41.5836111,-72.8927778,2012
redding,ca,fireball,5.0,3/13/2012,40.5866667,-122.3905556,2012
smithfield,nc,fireball,300.0,5/13/2012,35.5083333,-78.3397222,2012
reno,nv,fireball,5.0,3/13/2012,39.5297222,-119.8127778,2012
sarasota,fl,triangle,240.0,3/13/2012,27.3361111,-82.5308333,2012
hendersonville,tn,disk,60.0,3/13/2012,36.3047222,-86.62,2012
hooksett,nh,triangle,120.0,5/13/2012,43.0966667,-71.4655556,2012
naples,fl,light,90.0,5/13/2012,26.1416667,-81.795,2012
wentzville,mo,fireball,300.0,3/13/2012,38.8113889,-90.8527778,2012
santa ana,ca,oval,3600.0,5/13/2012,33.7455556,-117.8669444,2012
west islip,ny,sphere,120.0,5/13/2012,40.7297222,-73.2108333,2012
new britain,ct,cigar,20.0,3/13/2012,41.6611111,-72.78,2012
gibsonville,nc,sphere,300.0,3/13/2012,36.1055556,-79.5425,2012
chicago,il,other,1200.0,3/13/2012,41.85,-87.65,2012
jacksonville,nc,sphere,1200.0,3/13/2012,34.7538889,-77.4305556,2012
pendleton,in,triangle,2700.0,3/13/2012,39.9975,-85.7466667,2012
sebastian,fl,light,60.0,3/13/2012,27.8161111,-80.4708333,2012
defiance,mo,triangle,90.0,3/13/2012,38.6635,-90.8184,2012
hardin,mt,flash,1200.0,5/13/2012,45.7325,-107.6113889,2012
orlando,fl,fireball,900.0,3/13/2012,28.5380556,-81.3794444,2012
ventura,ca,circle,1800.0,3/13/2012,34.2783333,-119.2922222,2012
tacoma,wa,fireball,900.0,6/2/2013,47.2530556,-122.4430556,2013
west springfield,ma,cigar,120.0,4/12/2013,42.1013889,-72.5902778,2013
glendale,ca,fireball,1800.0,5/15/2013,34.1425,-118.2541667,2013
redondo beach,ca,disk,420.0,5/15/2013,33.8491667,-118.3875,2013
lakeside,or,triangle,300.0,5/15/2013,43.5758333,-124.1738889,2013
new washington,oh,light,7200.0,5/15/2013,40.9622222,-82.8544444,2013
leesburg,ga,circle,600.0,5/15/2013,31.7319444,-84.1708333,2013
hendersonville,tn,chevron,30.0,3/18/2014,36.3047222,-86.62,2014
montevallo,al,flash,30.0,3/18/2014,33.1005556,-86.8641667,2014
garrett,ky,other,7200.0,3/18/2014,37.4797222,-82.8316667,2014
ainsworth,ia,triangle,180.0,3/18/2014,41.2888889,-91.5522222,2014
ormond beach,fl,circle,7200.0,3/18/2014,29.2855556,-81.0561111,2014
alpharetta,ga,oval,30.0,3/18/2014,34.0752778,-84.2941667,2014
russellville,al,cigar,300.0,3/18/2014,34.5077778,-87.7286111,2014
bristol,tn,sphere,120.0,3/18/2014,36.595,-82.1888889,2014
st. cloud,fl,other,60.0,3/18/2014,28.2486111,-81.2813889,2014
raymond,nh,triangle,300.0,3/18/2014,43.0361111,-71.1838889,2014
richmond,in,circle,1200.0,3/18/2014,39.8288889,-84.8902778,2014
sutherlin,or,light,600.0,3/18/2014,43.3902778,-123.3113889,2014
cook,mn,light,60.0,3/18/2014,47.8525,-92.6894444,2014
mesa,az,circle,360.0,3/18/2014,33.4222222,-111.8219444,2014
cary,nc,triangle,45.0,3/18/2014,35.7913889,-78.7813889,2014
st. louis,mo,circle,120.0,8/28/2002,38.6272222,-90.1977778,1977
quinton,va,circle,120.0,1/19/2005,37.5336111,-77.1213889,1988
charleston,wv,sphere,900.0,3/7/1998,38.3497222,-81.6327778,1997
northport,ny,light,2.0,3/19/2002,40.9008333,-73.3436111,1998
colorado springs,co,other,15.0,9/19/2002,38.8338889,-104.8208333,1998
quincy,ca,circle,150.0,1/28/1999,39.9369444,-120.9461111,1998
greendale,wi,diamond,300.0,4/2/1999,42.9405556,-87.9958333,1999
south san francisco,ca,disk,240.0,4/12/2013,37.6547222,-122.4066667,1999
jacksonville,fl,triangle,60.0,4/2/1999,30.3319444,-81.6558333,1999
venice,ca,fireball,3.0,8/5/2001,33.9908333,-118.4591667,1999
las vegas,nv,light,900.0,4/2/1999,36.175,-115.1363889,1999
lemont,il,triangle,360.0,4/2/1999,41.6736111,-88.0016667,1999
santa rosa,ca,triangle,4.0,4/2/1999,38.4405556,-122.7133333,1999
mobile,al,triangle,60.0,4/26/2000,30.6941667,-88.0430556,2000
houston,tx,sphere,8.0,3/16/2000,29.7630556,-95.3630556,2000
citrus heights,ca,circle,300.0,3/16/2000,38.7072222,-121.28,2000
fair oaks,ca,light,360.0,3/16/2000,38.6447222,-121.2711111,2000
orangevale,ca,fireball,300.0,4/1/2000,38.6786111,-121.2247222,2000
gold bar,wa,sphere,1800.0,3/16/2000,47.8569444,-121.6958333,2000
santa barbara,ca,triangle,120.0,3/16/2000,34.4208333,-119.6972222,2000
dover,ar,triangle,1200.0,3/16/2000,35.4013889,-93.1141667,2000
las vegas,nv,oval,600.0,3/16/2000,36.175,-115.1363889,2000
sarasota,fl,disk,6.0,3/16/2001,27.3361111,-82.5308333,2001
marana,az,chevron,60.0,7/26/2002,32.4366667,-111.2247222,2001
avra valley,az,chevron,15.0,4/28/2001,32.4377778,-111.3147222,2001
livonia,ny,light,1800.0,3/16/2001,42.8213889,-77.6688889,2001
jonesboro,ar,diamond,60.0,3/16/2001,35.8422222,-90.7041667,2001
rialto,ca,circle,540.0,5/29/2011,34.1063889,-117.3694444,2002
new york city (yonkers),ny,diamond,300.0,4/25/2002,40.7141667,-74.0063889,2002
sacramento,ca,other,2.0,4/8/2002,38.5816667,-121.4933333,2002
sebastian,fl,triangle,10.0,3/19/2002,27.8161111,-80.4708333,2002
sebastian,fl,triangle,20.0,4/8/2002,27.8161111,-80.4708333,2002
des moines,ia,teardrop,300.0,3/19/2002,41.6005556,-93.6088889,2002
utica,ny,sphere,420.0,3/21/2003,43.1008333,-75.2330556,2003
frankfort,in,light,1200.0,3/21/2003,40.2794444,-86.5108333,2003
lindenhurst,il,oval,1.0,3/21/2003,42.4105556,-88.0261111,2003
haymarket,va,triangle,180.0,3/21/2003,38.8119444,-77.6366667,2003
oklahoma city,ok,disk,120.0,3/21/2003,35.4675,-97.5161111,2003
spokane valley,wa,light,15.0,3/17/2004,47.6733333,-117.2383333,2004
attleboro,ma,light,300.0,3/17/2004,41.9444444,-71.2861111,2004
lake grove,ny,triangle,900.0,3/17/2004,40.8527778,-73.1155556,2004
merrimack,nh,circle,600.0,3/17/2004,42.865,-71.4938889,2004
ontario,oh,triangle,40.0,8/24/2004,40.7594444,-82.5902778,2004
ontario,oh,triangle,40.0,4/27/2004,40.7594444,-82.5902778,2004
fairbanks,ak,light,1200.0,4/9/2004,64.8377778,-147.7163889,2004
eustace,tx,cylinder,300.0,5/11/2005,32.3069444,-96.0063889,2005
mill valley,ca,disk,45.0,9/2/2005,37.9061111,-122.5438889,2005
headland,al,light,7200.0,5/11/2005,31.3511111,-85.3422222,2005
des moines,ia,disk,180.0,5/11/2005,41.6005556,-93.6088889,2005
chicago,il,flash,1.0,4/16/2005,41.85,-87.65,2005
rockport,wv,light,600.0,5/15/2006,39.0741667,-81.5533333,2006
rockport,wv,light,600.0,5/15/2006,39.0741667,-81.5533333,2006
pittsburg,ca,fireball,300.0,3/11/2006,38.0280556,-121.8836111,2006
whittier,ca,light,2700.0,5/15/2006,33.9791667,-118.0319444,2006
carthage,tx,circle,600.0,5/15/2006,32.1572222,-94.3372222,2006
whittier,ca,sphere,900.0,5/15/2006,33.9791667,-118.0319444,2006
folsom,ca,other,60.0,5/15/2006,38.6780556,-121.175,2006
santa cruz,ca,sphere,120.0,5/15/2006,36.9741667,-122.0297222,2006
charlotte,nc,oval,300.0,5/15/2006,35.2269444,-80.8433333,2006
bakersfield,ca,changing,120.0,10/30/2006,35.3733333,-119.0177778,2006
camarillo,ca,light,3.0,5/15/2006,34.2163889,-119.0366667,2006
east boston,ma,light,30.0,5/15/2006,42.375,-71.0397222,2006
fort lauderdale,fl,light,600.0,5/15/2006,26.1219444,-80.1436111,2006
bolingbrook,il,rectangle,30.0,4/27/2007,41.6986111,-88.0683333,2007
mission viejo,ca,formation,8.0,4/27/2007,33.6,-117.6711111,2007
north hollywood (san fernando valley),ca,sphere,73800.0,4/27/2007,34.1722222,-118.3780556,2007
los angeles,ca,changing,299.0,4/27/2007,34.0522222,-118.2427778,2007
kamas,ut,fireball,10800.0,8/14/2007,40.6430556,-111.28,2007
los angeles,ca,cigar,1800.0,4/27/2007,34.0522222,-118.2427778,2007
longmont,co,light,300.0,6/12/2007,40.1672222,-105.1013889,2007
jeffersonville,oh,other,5.0,4/27/2007,39.6536111,-83.5638889,2007
waynesburg,oh,fireball,5.0,4/27/2007,40.6677778,-81.2575,2007
hoquiam,wa,disk,60.0,3/31/2008,46.9811111,-123.8880556,2008
keene,nh,light,10.0,9/24/2012,42.9336111,-72.2786111,2008
palm bay,fl,disk,900.0,3/31/2008,28.0341667,-80.5888889,2008
annandale,nj,fireball,5.0,3/31/2008,40.6408333,-74.8816667,2008
upper saddle river (woodcliff lake),nj,fireball,4.0,3/31/2008,41.0583333,-74.0988889,2008
north fort myers,fl,circle,60.0,3/31/2008,26.6669444,-81.8802778,2008
challis,id,chevron,600.0,3/31/2008,44.5047222,-114.2308333,2008
challis,id,triangle,60.0,3/31/2008,44.5047222,-114.2308333,2008
fitchburg,ma,triangle,300.0,3/19/2009,42.5833333,-71.8027778,2009
palo alto,ca,fireball,2.0,3/19/2009,37.4419444,-122.1419444,2009
carlisle,pa,triangle,900.0,4/13/2010,40.2013889,-77.1891667,2010
havre,mt,light,1800.0,4/13/2010,48.55,-109.6833333,2010
havre,mt,other,3600.0,4/13/2010,48.55,-109.6833333,2010
los angeles,ca,teardrop,5.0,3/23/2011,34.0522222,-118.2427778,2011
north windham,ct,teardrop,3.0,3/23/2011,41.7494444,-72.155,2011
orland,ca,triangle,180.0,3/23/2011,39.7475,-122.1952778,2011
west palm beach,fl,light,1200.0,3/23/2011,26.7052778,-80.0366667,2011
mesa,az,triangle,10.0,3/23/2011,33.4222222,-111.8219444,2011
north platte,ne,disk,25.0,3/23/2011,41.1238889,-100.765,2011
toms river,nj,formation,120.0,3/23/2011,39.9536111,-74.1983333,2011
colleyville,tx,cone,5.0,3/23/2011,32.8808333,-97.1547222,2011
waretown,nj,oval,2.0,10/10/2011,39.7913889,-74.1955556,2011
comfort,tx,triangle,300.0,3/23/2011,29.9675,-98.9047222,2011
tomball,tx,light,900.0,3/23/2011,30.0969444,-95.6158333,2011
maumee,oh,circle,600.0,3/13/2012,41.5627778,-83.6538889,2012
chapin,sc,circle,180.0,3/13/2012,34.1658333,-81.35,2012
ogdensburg,ny,oval,20.0,3/13/2012,44.6941667,-75.4866667,2012
mauldin,sc,oval,2700.0,3/13/2012,34.7786111,-82.3102778,2012
albuquerque,nm,cylinder,12.0,3/13/2012,35.0844444,-106.6505556,2012
honolulu,hi,fireball,5.0,5/15/2013,21.3069444,-157.8583333,2013
maricopa,az,sphere,600.0,5/15/2013,33.0580556,-112.0469444,2013
tuscaloosa,al,fireball,120.0,5/15/2013,33.2097222,-87.5691667,2013
maricopa,az,light,300.0,5/15/2013,33.0580556,-112.0469444,2013
corona,ca,light,60.0,5/15/2013,33.8752778,-117.5655556,2013
guilderland,ny,light,20.0,3/18/2014,42.7044444,-73.9119444,2014
garden grove,ca,diamond,1200.0,3/18/2014,33.7738889,-117.9405556,2014
boulder,co,other,120.0,3/18/2014,40.015,-105.27,2014
new york city (brooklyn),ny,cylinder,300.0,3/18/2014,40.7141667,-74.0063889,2014
lowell,mi,sphere,5.0,3/18/2014,42.9336111,-85.3419444,2014
mauldin,sc,triangle,120.0,3/18/2014,34.7786111,-82.3102778,2014
des moines,ia,disk,33.0,3/18/2014,41.6005556,-93.6088889,2014
sunrise,fl,light,120.0,3/18/2014,26.1336111,-80.1133333,2014
lakeland,fl,circle,60.0,3/18/2014,28.0391667,-81.95,2014
sunrise,fl,circle,1800.0,3/18/2014,26.1336111,-80.1133333,2014
petaluma,ca,oval,1800.0,1/28/1999,38.2325,-122.6355556,1956
snohomish,wa,diamond,1500.0,11/28/2007,47.9130556,-122.0969444,1962
whittier,ca,oval,2.0,4/16/2005,33.9791667,-118.0319444,1967
new york city,ny,disk,120.0,9/15/2005,40.7141667,-74.0063889,1968
omaha,ne,oval,30.0,12/12/2011,41.2586111,-95.9375,1969
oak lawn,il,disk,1800.0,1/19/2005,41.7108333,-87.7580556,1969
perth amboy,nj,light,120.0,6/20/2005,40.5066667,-74.2658333,1969
salinas,ca,cigar,180.0,4/2/1999,36.6777778,-121.6544444,1972
winston-salem,nc,light,15.0,10/30/2006,36.0997222,-80.2444444,1973
st. augustine,fl,light,60.0,5/4/2004,29.8944444,-81.3147222,1973
roseville,ca,disk,60.0,10/20/2005,38.7522222,-121.2869444,1975
hamlet,il,sphere,600.0,1/16/2014,41.3138889,-90.735,1977
los gatos,ca,oval,60.0,1/28/1999,37.2266667,-121.9736111,1978
stoughton,ma,other,60.0,10/12/2001,42.125,-71.1027778,1978
downey,ca,chevron,12.0,12/3/2004,33.94,-118.1316667,1979
oxford,ct,cigar,120.0,7/25/2004,41.4338889,-73.1172222,1980
bisbee,az,other,1800.0,10/7/2003,31.4480556,-109.9277778,1980
san francisco,ca,light,60.0,2/22/2002,37.775,-122.4183333,1980
mckinleyville,ca,other,20.0,12/20/2012,40.9466667,-124.0994444,1981
campbell,ca,cigar,180.0,3/11/2006,37.2872222,-121.9488889,1981
sandpoint,id,disk,180.0,4/28/2001,48.2766667,-116.5522222,1983
o&#39fallon,il,disk,180.0,10/31/2008,38.5922222,-89.9111111,1983
eugene,or,triangle,600.0,7/26/2002,44.0522222,-123.0855556,1984
wichita,ks,triangle,2.0,2/23/2000,37.6922222,-97.3372222,1985
revere,ma,light,3600.0,3/6/2001,42.4083333,-71.0125,1987
weaverville,nc,triangle,120.0,1/29/2002,35.6969444,-82.5608333,1987
poughkeepsie,ny,chevron,60.0,11/21/2010,41.7002778,-73.9213889,1989
minneapolis,mn,egg,600.0,6/6/2000,44.98,-93.2636111,1991
ringwood,nj,cigar,120.0,4/16/2005,41.1133333,-74.2458333,1991
norwalk,ct,oval,60.0,11/8/2003,41.1175,-73.4083333,1991
lovelock,nv,light,720.0,11/21/2010,40.1794444,-118.4725,1992
ganado,az,other,6312000.0,8/7/2007,35.7113889,-109.5413889,1993
mesa,az,other,120.0,5/2/2003,33.4222222,-111.8219444,1993
prescott,az,diamond,900.0,7/26/2002,34.54,-112.4677778,1993
chattanooga,tn,sphere,300.0,4/14/2009,35.0455556,-85.3097222,1993
greenville,sc,triangle,600.0,8/30/1999,34.8525,-82.3941667,1993
greenville,il,light,2.0,8/30/1999,38.8922222,-89.4130556,1995
norman,ok,light,1800.0,10/30/2006,35.2225,-97.4391667,1996
byron,ny,formation,10800.0,1/29/2002,43.0797222,-78.0641667,1996
clinton,ut,circle,14400.0,2/24/2001,41.1397222,-112.0497222,1997
commerce city,co,sphere,7200.0,6/3/2010,39.8083333,-104.9333333,1997
riverside,ca,triangle,15.0,1/28/1999,33.9533333,-117.3952778,1997
louisville,ky,fireball,2.0,8/5/2001,38.2541667,-85.7594444,1997
lodi,wi,fireball,30.0,1/28/1999,43.3138889,-89.5263889,1998
windham,ny,formation,300.0,7/11/2000,42.3072222,-74.2525,1998
new albany,in,light,60.0,2/24/2001,38.2855556,-85.8241667,1998
chicago (irving park road),il,triangle,120.0,9/19/2002,41.85,-87.65,1999
piney (lawrence county (rural) ),tn,light,600.0,4/2/1999,36.015,-84.5583333,1999
lumberton,ms,changing,14400.0,6/23/1999,31.0011111,-89.4522222,1999
butte,mt,disk,3.0,8/5/2001,46.0038889,-112.5338889,1999
eagle mountain,tx,light,240.0,4/2/1999,32.8933333,-97.4441667,1999
pineville (pinnacle strip mine),wv,triangle,900.0,3/16/2000,37.5830556,-81.5372222,2000
coram,ny,light,20.0,8/12/2008,40.8686111,-73.0019444,2000
tucson,az,other,60.0,8/5/2001,32.2216667,-110.9258333,2000
fountain valley,ca,light,180.0,3/7/2000,33.7091667,-117.9527778,2000
sterling,co,rectangle,20.0,5/15/2013,40.6255556,-103.2072222,2000
venice,fl,fireball,4.0,3/7/2000,27.0994444,-82.4544444,2000
houston,tx,disk,300.0,4/27/2007,29.7630556,-95.3630556,2000
oskaloosa,ia,chevron,180.0,4/8/2002,41.2963889,-92.6441667,2000
chiloquin,or,triangle,120.0,3/16/2001,42.5777778,-121.865,2001
las vegas,nv,sphere,3600.0,3/6/2001,36.175,-115.1363889,2001
gates,or,triangle,120.0,8/5/2001,44.7563889,-122.4155556,2001
new york city,ny,oval,300.0,5/24/2005,40.7141667,-74.0063889,2001
indialantic,fl,sphere,120.0,2/14/2008,28.0891667,-80.5658333,2001
bothell,wa,circle,20.0,3/6/2001,47.7625,-122.2041667,2001
henderson (las vegas),nv,light,300.0,3/6/2001,36.0397222,-114.9811111,2001
clarion,pa,disk,60.0,12/7/2006,41.2147222,-79.3855556,2001
madison,al,circle,20.0,2/8/2005,34.6991667,-86.7483333,2001
seattle,wa,circle,40.0,3/6/2001,47.6063889,-122.3308333,2001
greensboro,nc,light,15.0,11/26/2003,36.0725,-79.7922222,2002
naples,fl,triangle,180.0,3/19/2002,26.1416667,-81.795,2002
palmetto,ga,fireball,300.0,3/19/2002,33.5177778,-84.6697222,2002
pensacola,fl,disk,60.0,6/12/2002,30.4211111,-87.2169444,2002
new orleans,la,sphere,60.0,9/4/2003,29.9544444,-90.075,2002
edmonds,wa,light,1800.0,3/19/2002,47.8108333,-122.3761111,2002
moosup,ct,sphere,5.0,3/21/2003,41.7127778,-71.8813889,2003
eugene,or,cigar,10.0,3/11/2003,44.0522222,-123.0855556,2003
burley,id,triangle,2700.0,9/24/2003,42.5358333,-113.7919444,2003
bellmore,ny,circle,5.0,4/27/2004,40.6686111,-73.5275,2003
anaheim,ca,changing,420.0,3/9/2004,33.8352778,-117.9136111,2004
lowell,ma,other,120.0,4/9/2004,42.6333333,-71.3166667,2004
